5539,1197,3,959919279
4637,1961,3,964031358
4169,1217,5,968798361
5786,1707,1,958268900
5774,2105,3,958166474
4587,593,4,964315273
1755,2599,5,974703574
4318,1100,4,965338486
2868,2642,1,972527282
4381,367,4,965177786
5199,3499,4,961653115
563,888,1,976045348
3778,3928,3,970277264
5604,509,3,960001855
3674,3418,3,966443036
3908,1785,4,966363734
1969,1033,4,974689381
5954,2460,3,957705938
1676,12,3,974710088
5795,593,5,958062290
651,1091,3,975978551
4782,3723,2,963007045
4653,2572,3,975534362
1645,223,5,1027749995
5782,3247,3,958153141
4578,160,3,964449619
5734,2059,4,983469004
4258,48,2,966004725
2866,1035,3,972647295
1090,3095,3,974931519
5485,1307,4,959834298
3821,1161,4,974760426
3536,588,4,966885095
1696,2273,3,974761106
3526,847,2,967618782
1451,3185,3,975829003
4995,3201,3,962597102
319,538,3,976426512
4746,1265,3,963245203
4425,711,3,965109119
1109,1552,3,975464260
193,334,2,1035341767
1015,2947,5,975104547
6007,1043,4,956789811
735,2145,3,975646907
5801,748,3,958012219
1647,70,4,974803772
924,260,5,975200023
570,1881,4,976000143
1341,3574,1,974774621
1333,2648,5,974851693
678,1246,5,987445841
5675,1643,4,958682803
2097,2587,4,974764591
2378,1358,5,974386588
6000,2571,5,956880031
3299,2968,5,968036653
2967,3153,4,971128321
2649,2134,3,973632346
5269,260,4,966914684
1230,1206,4,974837305
3336,2474,3,968097313
4609,433,1,964165312
5113,2094,1,971966556
2337,2571,5,974422830
2679,2797,4,973402631
1645,1961,5,975537278
5424,3178,3,970016207
839,316,4,975359872
2036,1220,4,974668936
5614,3068,3,959132882
5989,2324,5,956873699
3885,3230,4,973715336
3391,122,1,1046187194
22,3052,4,978153880
550,48,4,976161736
2337,110,3,974422991
2627,2599,4,973629985
3859,544,3,966020001
3792,3254,3,980451586
608,3271,3,975866275
264,2402,2,976727442
4600,1388,4,1041702746
2010,441,3,974684977
5302,988,4,1034352357
3308,1011,1,967993811
1407,1552,4,974762212
3527,3081,2,966901997
3780,1373,5,966031769
334,3257,4,976379465
2092,3624,2,974655147
4479,2000,4,967258019
752,339,2,976222990
5996,3253,3,1020110139
3,1265,2,978298316
336,1917,5,976361981
536,1405,2,976138728
2073,3114,4,974658656
4130,748,4,965352601
4448,296,5,965087735
1556,648,5,974836003
441,2571,5,976241968
3491,2794,3,967065055
870,1216,3,975275867
1303,1294,5,974787587
5172,1950,4,995328274
4086,1278,5,965433707
533,172,1,976231057
4621,1589,3,964119932
4219,110,4,965315784
5345,2014,3,960673481
5990,1285,4,956868613
2172,89,4,974670243
5614,1179,4,959189623
5520,1172,4,960124511
753,547,3,975460515
4637,1089,3,964031291
5268,2260,2,961171669
4512,3029,3,964978989
3308,3689,1,967995853
1451,914,4,1019673217
4416,480,4,965140186
303,1096,5,976504953
1647,886,2,1027847921
2454,2792,2,976900738
2507,1127,3,974079177
2503,1225,5,974084823
5555,1676,4,959460052
566,377,2,976211149
5492,2907,2,996710675
4684,3543,4,963667538
795,2283,2,1038693269
1391,232,4,974770212
5298,2393,5,961006149
528,838,4,980037906
3055,95,4,970338129
1599,2668,2,974757379
202,2746,2,976935647
216,2100,4,976862458
3292,1344,5,968083062
3726,1597,3,966228733
4510,3688,3,964989937
308,2571,4,995833890
5874,163,3,957562351
3863,457,3,965855945
838,2333,5,975359558
4865,1294,3,962820133
127,47,4,988496333
5706,292,3,958529110
4438,2080,3,965097712
4386,3706,5,965231621
31,3210,3,978121160
3885,47,4,967650079
3768,2094,3,966068330
4535,2335,4,964720856
2752,2420,3,973196547
984,1643,3,975099515
1836,477,4,974828568
3558,3578,5,966802339
3951,3034,4,965677791
4238,1294,5,965417343
2349,1374,4,974411438
669,159,4,975631035
2999,374,1,970621700
1694,933,4,974716097
2041,736,2,974667817
4682,518,3,969490674
4472,3638,4,965064628
4609,1544,2,964165194
2020,1035,5,974680772
1521,1465,4,974745146
3841,471,4,965996668
1354,94,2,986920785
2077,477,4,979973807
1451,2096,4,1019673336
1712,911,4,980386055
999,1552,3,975045192
1053,3107,3,974954407
710,543,3,975831080
234,2497,4,976773634
4034,318,5,965509901
2288,3671,4,974519048
5340,1784,4,960702393
639,2870,3,975809743
3512,509,2,966977206
4224,588,5,965314915
4277,456,5,965645501
2088,2658,3,974656205
4447,3576,4,965088210
4647,1077,3,963971512
3067,64,2,969998650
414,3555,3,976286432
2457,1983,4,974180777
3562,2987,4,966787554
344,1127,3,976336685
4451,832,3,965092248
1720,1997,4,974705930
2015,3574,1,974678114
5530,1235,5,959993214
4827,43,4,962908394
5074,3146,4,962434657
164,3751,4,1016839415
3371,111,5,967606067
2789,1287,4,972949322
4167,2407,4,965335721
1077,908,4,974938156
730,1210,5,975510004
293,1302,5,976652483
123,1562,1,977528771
4478,2375,3,991838713
2140,924,3,974638944
303,1188,2,976507177
4227,2328,1,965324901
3393,1644,3,967498334
1291,1596,4,974794460
3808,471,3,965965762
5550,3062,4,959469566
4520,457,5,964837319
4572,110,2,964460445
3231,2078,4,968387486
2282,3698,4,978395744
3610,3879,2,977886305
2581,527,5,973889636
1170,2291,3,974859883
5026,3263,3,962580857
801,1958,5,975400618
3996,165,3,965584156
6036,1584,4,956754614
1539,929,4,981396792
3892,171,4,965796904
4958,1089,1,962684514
3555,377,4,966810168
4140,3704,3,965348634
3832,3896,1,983369062
338,1079,4,988168968
4277,2376,4,975497893
1225,1186,5,974838000
812,3457,2,975393820
1124,1,5,974909280
796,2111,2,976289269
6016,3022,5,956779941
524,1441,5,976170388
1314,1373,3,975534213
3602,2539,4,967005752
2820,52,4,972662979
2560,296,1,973988840
2508,3408,5,974075074
4945,3361,4,962643101
817,2763,4,975389974
1757,2137,5,974705407
3934,2243,2,965706114
4238,2421,3,965415081
3483,3946,2,986325323
1579,1892,3,985110991
3462,1265,5,1000953434
5598,2497,4,959216343
3521,1208,4,966923254
3253,1276,4,968283978
5667,1797,4,958757423
5323,2861,2,960847272
652,3484,3,975702252
5198,63,2,961687936
2627,1523,1,973630395
3824,3082,4,978124220
2129,3535,3,974643756
1031,1370,4,974999184
4169,1129,3,971580756
1464,589,4,974755223
5650,899,4,1027919811
4904,338,4,962683594
148,1694,2,977352828
991,2406,4,975099225
4454,3569,5,965083339
2459,380,4,974174458
1314,364,1,974785368
3212,2918,3,968537752
4732,1199,5,963332155
5554,2858,4,959454706
1865,318,3,974694626
1362,3335,2,979432667
3630,1732,3,966537276
1727,955,5,974715200
3211,593,5,968545187
5614,3347,3,959132814
5294,745,5,961040010
2041,2804,4,978575760
5980,951,3,956943677
1112,2858,5,974943497
3504,1285,5,972917070
3878,852,3,965918789
4826,2710,1,963004558
4802,2952,4,962940673
4608,1422,1,964190873
3715,239,1,966266599
3283,3619,3,968121582
1114,3479,5,974915773
4573,1917,3,964451652
3308,2528,1,967992758
1780,3114,3,974751379
2804,1307,4,972794621
5126,1302,4,963017729
5968,2087,4,956963581
4108,954,4,965375605
5851,3159,5,957758234
4277,1245,5,965645547
1658,3424,4,974716528
3231,1586,1,968388011
2100,2141,4,974670774
5018,2312,4,962585538
2793,2699,4,972935261
911,2941,5,975273893
1842,1356,4,996425537
2748,2099,1,973288174
3652,673,2,1008696496
1600,467,4,974755271
3318,1252,5,967928254
2895,3733,4,972056101
5261,3019,2,961197914
1383,923,5,974767014
1246,1921,4,1021851711
1367,339,5,974770430
2501,1,4,974085111
648,1266,4,975712741
4277,3523,4,975760628
2271,608,5,974573673
3503,1957,4,969479528
3486,1967,5,967059906
5621,2989,2,961029112
5397,1601,3,963416374
3208,3114,4,968552818
4805,3259,2,963545539
272,2404,3,976697270
10,3072,4,978228930
1694,2617,3,974710366
1016,3528,3,975011131
3390,531,4,967511235
2828,3484,2,972597449
1260,349,3,977240244
1451,151,5,974763579
2032,748,4,974671639
5097,3361,4,962375337
5273,1248,5,961111874
5794,1014,5,958070987
2376,62,3,974335341
5074,2870,2,981036409
5182,3672,3,961788415
1388,164,3,974765585
4663,2335,3,963865863
1494,3142,3,974750612
2027,2571,4,974672432
813,2858,4,975393820
4277,2421,3,975762465
3643,2153,3,966475296
3713,140,3,966271367
2164,3932,4,974614663
5812,469,5,957942238
2506,160,4,974077452
1676,1895,4,974799485
4729,2501,4,963349122
5306,2418,2,960939847
5015,1345,4,962587743
4126,3751,4,965355260
1737,1806,2,976063591
5371,1203,3,960480133
889,2401,3,975356285
5082,2064,5,962408007
1057,1041,5,974951438
5000,2947,5,962594524
133,22,4,977424512
2172,3129,4,982198518
1666,3246,4,974710736
4697,1535,5,983839630
3416,1197,5,967408157
3680,3225,3,966359879
3821,319,3,974761869
2041,1282,3,975172919
4093,1732,5,965421495
380,2791,5,976301598
4704,802,2,963531160
1172,125,4,974862758
4918,1240,4,962676277
1383,3169,2,976146886
3943,2291,3,965691573
4661,3196,5,963866935
2164,3428,3,974618545
3072,1120,4,969942531
5077,50,3,962565920
722,2028,4,975523553
1755,3616,3,1030043525
530,2641,3,976142978
5767,1987,3,959056330
2809,913,5,972778868
4026,293,4,965519486
5113,2395,2,966427194
5661,1284,4,958779030
4408,3262,3,965179571
232,1414,4,976812965
5451,912,5,959934294
4248,1676,2,965310403
1676,2012,5,974792302
4666,851,3,963844261
1413,3302,3,976052544
4922,2770,3,962667817
3811,2010,4,965958926
3693,3702,3,966304196
3507,376,3,967067366
3899,2599,4,965770229
3792,2382,1,976803460
4448,1396,5,966362351
1146,1973,3,974873283
3411,1270,3,967756605
1804,1544,2,974780577
5312,1183,3,960924174
1640,95,2,974717349
5349,708,4,960665267
3675,2470,4,966363165
4715,2816,1,963528210
588,2863,4,985732022
3097,3753,4,969643675
5046,1394,5,962499011
4626,3386,5,964114645
1224,32,4,975248288
34,2915,4,978103127
3567,2194,4,966752462
2201,2794,4,974604699
1396,1213,5,974764366
1074,1374,3,981496759
5333,1513,3,960831505
4438,2706,3,965095977
1312,2810,5,974780912
5340,2385,4,960703502
1333,2919,2,974778368
3182,1194,5,968770652
1199,605,3,974920159
430,1498,3,976251693
4972,1255,4,962606576
4305,2702,3,1010799494
1889,1960,5,976401036
339,111,4,976340793
1019,368,3,975008822
3105,3095,3,969906980
2383,2950,2,974417568
1146,3697,4,974939382
4126,3101,3,1014979286
290,318,5,976564756
1315,1212,5,974780575
5233,34,4,973474813
1685,2028,4,974714389
5663,1231,4,959268968
3393,1262,5,967495063
4303,1129,4,965268734
1726,2529,5,974710219
3018,1958,4,970521562
1266,780,1,1020450400
2804,329,4,972792561
4472,480,4,965065301
5536,485,2,959814044
297,2987,4,976512800
5021,2804,5,962583564
4626,3701,4,964118133
1362,1204,4,979432787
2681,3087,3,973390891
3208,379,2,968556443
5643,2577,3,960770449
3540,1920,4,966883087
1530,457,4,974751041
300,910,4,976506493
2559,2428,2,973988623
4169,2317,3,1006744503
5761,2002,2,982012609
82,1573,3,977775889
1285,3729,4,976320424
2376,1719,5,974333724
4689,1210,5,963614356
1219,3264,3,978453231
2199,1127,4,974605912
6014,3061,3,956780655
4089,1432,4,965456624
3773,2454,4,966048550
2544,769,4,978970899
2088,172,1,974656342
3572,805,3,966736118
5433,2734,4,960242955
2737,2849,1,973228023
3,2858,4,978297039
1746,2279,2,974702531
1639,1747,2,978924201
1068,2572,3,974951093
4531,1261,5,965155100
5047,2247,3,962497149
1875,3479,4,975768706
660,3512,3,976745250
3648,1372,3,977184379
4682,1213,1,965606812
3999,2353,2,965572954
2344,2011,3,974413968
5084,186,5,962400886
2299,3175,5,974497957
1421,1704,5,974760823
4697,1296,5,975202880
4887,2395,5,962739752
877,736,4,975269035
3935,2599,4,965860843
5842,780,4,957817885
3243,1307,4,968339198
2638,589,3,973706196
5791,480,3,958089763
5568,2058,5,959310985
855,3627,4,975466420
2030,1088,2,974931434
531,2875,3,978730057
3299,1258,4,968116424
4747,2763,3,963242046
1363,3618,4,974769369
2450,3418,4,974208296
482,2117,3,976242109
1096,3147,4,974928909
3771,188,4,966048221
3824,879,3,1042486478
4510,3200,4,964988283
1738,2355,4,974704722
1396,2968,5,974765618
3308,2642,2,967992624
2575,2490,5,973904885
5166,1499,1,962552977
2812,2058,3,972699466
2340,2528,4,974506375
1127,1249,5,975344322
2010,3793,3,974677314
4932,2943,2,962651399
433,2736,3,976248486
4840,3175,5,962856454
